timestamp,value,returns,volatility
2017-11-09,893249984.0,,
2017-11-10,885985984.0,-0.0081321020208381,
2017-11-11,842300992.0,-0.0493066400472538,
2017-11-12,1613479936.0,0.9155621937104405,
2017-11-13,1041889984.0,-0.3542591012423969,
2017-11-14,1069680000.0,0.026672697143425,
2017-11-15,722665984.0,-0.3244091840550445,
2017-11-16,797254016.0,0.103212318901674,0.42213470575393286
2017-11-17,621732992.0,-0.2201569643770851,0.43395593351479544
2017-11-18,649638976.0,0.0448841936314681,0.4331288541633839
2017-11-19,1181529984.0,0.8187486090736034,0.40034507096115324
2017-11-20,807027008.0,-0.3169644283864403,0.39484517768577143
2017-11-21,949912000.0,0.1770510659291342,0.3994059227237155
2017-11-22,800819008.0,-0.1569545305249328,0.3783799972106746
2017-11-23,1845680000.0,1.30474049886688,0.6041611900245859
2017-11-24,2292829952.0,0.2422684062242641,0.5703160655491625
2017-11-25,1422080000.0,-0.3797708378854952,0.6224248659875609
2017-11-26,1197779968.0,-0.1577267326732673,0.5793735251743845
2017-11-27,1396480000.0,0.1658902614073438,0.5491619466400708
2017-11-28,1346499968.0,-0.0357900091659028,0.5546223347874351
2017-11-29,2675940096.0,0.9873302336387432,0.6174541910963421
2017-11-30,1903040000.0,-0.288833108467313,0.46083319736012057
2017-12-01,1247879936.0,-0.3442702539095342,0.47858607841308237
2017-12-02,943649984.0,-0.2437974545653725,0.4634838206435477
2017-12-03,990556992.0,0.0497080578554856,0.45742798428360437
2017-12-04,1005550016.0,0.0151359529245542,0.4541303592896916
2017-12-05,1216720000.0,0.2100044559096303,0.45858496900216905
2017-12-06,1998259968.0,0.6423334604510487,0.346541510193813
2017-12-07,2129570048.0,0.0657122106746823,0.32129989466889713
2017-12-08,2336379904.0,0.0971134319785473,0.2685417306534834
2017-12-09,2003849984.0,-0.1423269903283673,0.24758628449140005
2017-12-10,1404179968.0,-0.2992589369404611,0.2974820120156088
2017-12-11,1771440000.0,0.2615476935788332,0.30249789697243834
2017-12-12,5179829760.0,1.9240785801381928,0.7503659601593629
2017-12-13,4524539904.0,-0.1265079908726575,0.7590829104613183
2017-12-14,3821580032.0,-0.155366045369284,0.772715576477632
2017-12-15,2758710016.0,-0.27812318650926,0.7955620777691937
2017-12-16,2165690112.0,-0.214962754534038,0.800758490406135
2017-12-17,2147389952.0,-0.008450036271856,0.780317686206957
2017-12-18,3249230080.0,0.5131066795640851,0.7893480702872764
2017-12-19,4096549888.0,0.2607755644069378,0.2872412362734464
2017-12-20,3969939968.0,-0.0309064758056231,0.2825333872577626
2017-12-21,3569060096.0,-0.1009788246752652,0.27786349157628726
2017-12-22,4977710080.0,0.3946837391667164,0.27386236057481206
2017-12-23,2480339968.0,-0.5017106404075666,0.34409087600564486
2017-12-24,2300549888.0,-0.0724860633298475,0.34752012513493735
2017-12-25,2491760128.0,0.0831150156740265,0.28828694115252695
2017-12-26,2201159936.0,-0.1166244650656839,0.2668988194908498
2017-12-27,2100029952.0,-0.0459439508897185,0.26678685090083804
2017-12-28,2389149952.0,0.1376742268483606,0.2745346905320174
2017-12-29,2648969984.0,0.1087499894188308,0.2185857381947317
2017-12-30,3187780096.0,0.2034036305637505,0.12065892246583934
2017-12-31,2554269952.0,-0.1987308173468186,0.14722950064126727
2018-01-01,2595760128.0,0.0162434577314403,0.14494569124421283
2018-01-02,5783349760.0,1.2279985340771828,0.46937835527798416
2018-01-03,5093159936.0,-0.1193408409731041,0.47673414031394645
2018-01-04,6502859776.0,0.2767829515888189,0.47676920712083637
2018-01-05,6683149824.0,0.0277247325346601,0.48078621851428005
2018-01-06,4662219776.0,-0.3023918513307296,0.5176383142342
2018-01-07,5569880064.0,0.1946841486693569,0.4965968233052067
2018-01-08,8450970112.0,0.5172624930690068,0.5036347537517725
