timestamp,actual,predicted
2024-03-06,34938642613.0,37110288958.93452
2024-03-07,22457177587.0,32028836763.45634
2024-03-08,26135487051.0,29592099355.82964
2024-03-09,11926623780.0,28423596934.61016
2024-03-10,15783924355.0,27863258383.512184
2024-03-11,28806262507.0,27594556080.337746
2024-03-12,26917010932.0,27465703750.63498
2024-03-13,22028114691.0,27403914466.830246
2024-03-14,25434810823.0,27374284303.356224
2024-03-15,33505075433.0,27360075584.085876
2024-03-16,20199855932.0,27353261996.861473
2024-03-17,19938757095.0,27349994638.982044
2024-03-18,21162220224.0,27348427824.445053
2024-03-19,34166976701.0,27347676481.040405
2024-03-20,36605316331.0,27347316185.10341
2024-03-21,22213647922.0,27347143410.362305
2024-03-22,20574952329.0,27347060558.717037
2024-03-23,13242137554.0,27347020828.400677
2024-03-24,12156660941.0,27347001776.298172
2024-03-25,18603921705.0,27346992640.13609
2024-03-26,18505553577.0,27346988259.0208
2024-03-27,18753082145.0,27346986158.119896
2024-03-28,16419674157.0,27346985150.663044
2024-03-29,12712701619.0,27346984667.551582
2024-03-30,9389066783.0,27346984435.88242
2024-03-31,10499881424.0,27346984324.7888
2024-04-01,16002098681.0,27346984271.51545
2024-04-02,22076539151.0,27346984245.96898
2024-04-03,16010734587.0,27346984233.718536
2024-04-04,14476330517.0,27346984227.844013
2024-04-05,15214447092.0,27346984225.02697
2024-04-06,8956926798.0,27346984223.676098
2024-04-07,9931108526.0,27346984223.028305
2024-04-08,19055143129.0,27346984222.717667
2024-04-09,18279773833.0,27346984222.568703
2024-04-10,16872482726.0,27346984222.49727
2024-04-11,14076734489.0,27346984222.463013
2024-04-12,22104869556.0,27346984222.446587
2024-04-13,29930408174.0,27346984222.43871
2024-04-14,25486284994.0,27346984222.434933
2024-04-15,21925843181.0,27346984222.43312
2024-04-16,19441391169.0,27346984222.43225
2024-04-17,17711869375.0,27346984222.431835
2024-04-18,15183777035.0,27346984222.431637
2024-04-19,20399982867.0,27346984222.43154
2024-04-20,9918642130.0,27346984222.431496
2024-04-21,9394387894.0,27346984222.431473
2024-04-22,12063858733.0,27346984222.43146
2024-04-23,11054442653.0,27346984222.431458
2024-04-24,14000234760.0,27346984222.431454
2024-04-25,13989030260.0,27346984222.431454
2024-04-26,10622333862.0,27346984222.431454
2024-04-27,11820785577.0,27346984222.431454
2024-04-28,11379192678.0,27346984222.431454
2024-04-29,15032246816.0,27346984222.431454
2024-04-30,18266894653.0,27346984222.431454
2024-05-01,20005057445.0,27346984222.431454
2024-05-02,13163903903.0,27346984222.431454
2024-05-03,12862183229.0,27346984222.431454
2024-05-04,8283229638.0,27346984222.431454
2024-05-05,8783447639.0,27346984222.431454
2024-05-06,13008587255.0,27346984222.431454
2024-05-07,11743187337.0,27346984222.431454
2024-05-08,11791662158.0,27346984222.431454
2024-05-09,10861947179.0,27346984222.431454
2024-05-10,12278653601.0,27346984222.431454
2024-05-11,6795916454.0,27346984222.431454
2024-05-12,5908941395.0,27346984222.431454
2024-05-13,13352264795.0,27346984222.431454
2024-05-14,12444516140.0,27346984222.431454
2024-05-15,14666902956.0,27346984222.431454
2024-05-16,13035465176.0,27346984222.431454
2024-05-17,14449438097.0,27346984222.431454
2024-05-18,9407051320.0,27346984222.431454
2024-05-19,8747800800.0,27346984222.431454
2024-05-20,31228143948.0,27346984222.431454
2024-05-21,37643853967.0,27346984222.431454
2024-05-22,25155809461.0,27346984222.431454
2024-05-23,45623656317.0,27346984222.431454
2024-05-24,22257061429.0,27346984222.431454
2024-05-25,10000027764.0,27346984222.431454
2024-05-26,14650794791.0,27346984222.431454
2024-05-27,18949181813.0,27346984222.431454
2024-05-28,19846044324.0,27346984222.431454
2024-05-29,17411416736.0,27346984222.431454
2024-05-30,15065849797.0,27346984222.431454
2024-05-31,15290700646.0,27346984222.431454
2024-06-01,8661024535.0,27346984222.431454
2024-06-02,11126903059.0,27346984222.431454
2024-06-03,14082454300.0,27346984222.431454
2024-06-04,13331489271.0,27346984222.431454
2024-06-05,15480034434.0,27346984222.431454
2024-06-06,13606583873.0,27346984222.431454
2024-06-07,18220286186.0,27346984222.431454
2024-06-08,9096091805.0,27346984222.431454
2024-06-09,7910768788.0,27346984222.431454
2024-06-10,10377300126.0,27346984222.431454
2024-06-11,19184721538.0,27346984222.431454
2024-06-12,17142905351.0,27346984222.431454
