parameters,order,seasonal_order,mae,rmse,mape
"{'p': 2, 'd': 1, 'q': 0, 'seasonal_p': 1, 'seasonal_d': 0, 'seasonal_q': 1, 'seasonal_period': 7}","[2, 1, 0]","[1, 0, 1, 7]",15976694198.01243,17403756543.388966,51.326695048483295
"{'p': 2, 'd': 1, 'q': 0, 'seasonal_p': 1, 'seasonal_d': 0, 'seasonal_q': 0, 'seasonal_period': 7}","[2, 1, 0]","[1, 0, 0, 7]",15469032757.990864,17520780691.339817,46.95673342221429
"{'p': 1, 'd': 1, 'q': 0, 'seasonal_p': 1, 'seasonal_d': 0, 'seasonal_q': 0, 'seasonal_period': 7}","[1, 1, 0]","[1, 0, 0, 7]",15731359681.884562,17781793157.774216,47.87181042178353
"{'p': 1, 'd': 0, 'q': 1, 'seasonal_p': 0, 'seasonal_d': 0, 'seasonal_q': 0, 'seasonal_period': 7}","[1, 0, 1]","[0, 0, 0, 7]",15612262472.455242,17964821712.595226,46.33475318767089
"{'p': 0, 'd': 1, 'q': 0, 'seasonal_p': 1, 'seasonal_d': 0, 'seasonal_q': 0, 'seasonal_period': 7}","[0, 1, 0]","[1, 0, 0, 7]",16281333513.150074,18290897425.83398,49.77123951292367
"{'p': 1, 'd': 0, 'q': 1, 'seasonal_p': 0, 'seasonal_d': 0, 'seasonal_q': 1, 'seasonal_period': 7}","[1, 0, 1]","[0, 0, 1, 7]",16151516088.749805,18483609333.803406,48.51773125731902
"{'p': 2, 'd': 0, 'q': 1, 'seasonal_p': 0, 'seasonal_d': 0, 'seasonal_q': 1, 'seasonal_period': 7}","[2, 0, 1]","[0, 0, 1, 7]",16264022611.400537,18556884828.143692,48.924810535092504
"{'p': 1, 'd': 1, 'q': 0, 'seasonal_p': 1, 'seasonal_d': 0, 'seasonal_q': 1, 'seasonal_period': 7}","[1, 1, 0]","[1, 0, 1, 7]",17379852255.71467,18707336944.90036,56.37324932486247
"{'p': 0, 'd': 1, 'q': 0, 'seasonal_p': 1, 'seasonal_d': 0, 'seasonal_q': 1, 'seasonal_period': 7}","[0, 1, 0]","[1, 0, 1, 7]",17268904705.389336,18772018437.892147,54.848403755008135
"{'p': 2, 'd': 0, 'q': 0, 'seasonal_p': 0, 'seasonal_d': 0, 'seasonal_q': 0, 'seasonal_period': 7}","[2, 0, 0]","[0, 0, 0, 7]",17403828814.481228,19824552399.079193,52.28847576968445
"{'p': 1, 'd': 0, 'q': 1, 'seasonal_p': 1, 'seasonal_d': 0, 'seasonal_q': 0, 'seasonal_period': 7}","[1, 0, 1]","[1, 0, 0, 7]",17853779869.55009,19964829085.40424,55.05750349345434
"{'p': 2, 'd': 0, 'q': 0, 'seasonal_p': 0, 'seasonal_d': 0, 'seasonal_q': 1, 'seasonal_period': 7}","[2, 0, 0]","[0, 0, 1, 7]",17672673728.188564,20063732085.20966,53.60086198719325
"{'p': 2, 'd': 0, 'q': 1, 'seasonal_p': 1, 'seasonal_d': 0, 'seasonal_q': 0, 'seasonal_period': 7}","[2, 0, 1]","[1, 0, 0, 7]",17987662635.503902,20310218124.038685,64.07220208327344
"{'p': 2, 'd': 0, 'q': 0, 'seasonal_p': 1, 'seasonal_d': 0, 'seasonal_q': 0, 'seasonal_period': 7}","[2, 0, 0]","[1, 0, 0, 7]",18523250548.04827,20616916379.12888,57.444084854522956
"{'p': 1, 'd': 0, 'q': 0, 'seasonal_p': 0, 'seasonal_d': 0, 'seasonal_q': 0, 'seasonal_period': 7}","[1, 0, 0]","[0, 0, 0, 7]",18410243391.654724,20821121496.87613,55.74947674568932
"{'p': 1, 'd': 0, 'q': 0, 'seasonal_p': 1, 'seasonal_d': 0, 'seasonal_q': 0, 'seasonal_period': 7}","[1, 0, 0]","[1, 0, 0, 7]",19423380455.54116,21461078959.341423,60.67029004369024
"{'p': 1, 'd': 0, 'q': 0, 'seasonal_p': 0, 'seasonal_d': 0, 'seasonal_q': 1, 'seasonal_period': 7}","[1, 0, 0]","[0, 0, 1, 7]",19128888435.03456,21492694609.49037,58.63619204380869
"{'p': 0, 'd': 0, 'q': 0, 'seasonal_p': 0, 'seasonal_d': 0, 'seasonal_q': 1, 'seasonal_period': 7}","[0, 0, 0]","[0, 0, 1, 7]",25602996738.280384,27471989369.342957,83.18440132765964
"{'p': 0, 'd': 0, 'q': 1, 'seasonal_p': 0, 'seasonal_d': 0, 'seasonal_q': 1, 'seasonal_period': 7}","[0, 0, 1]","[0, 0, 1, 7]",25889432337.84265,27684456738.076145,83.55032061318593
"{'p': 0, 'd': 0, 'q': 1, 'seasonal_p': 0, 'seasonal_d': 0, 'seasonal_q': 0, 'seasonal_period': 7}","[0, 0, 1]","[0, 0, 0, 7]",29529570524.426735,30941610806.307564,96.81133798203592
"{'p': 2, 'd': 0, 'q': 1, 'seasonal_p': 0, 'seasonal_d': 0, 'seasonal_q': 0, 'seasonal_period': 7}","[2, 0, 1]","[0, 0, 0, 7]",124553672559.24268,159425488280.35706,426.7869133837064
