timestamp,value,nominal,returns,volatility
2026-02-10,77.6502,1,0.0077374308926208,0.007801360397930687
2026-02-11,77.2091,1,-0.0056806035270996,0.008096924796102738
2026-02-12,77.4648,1,0.0033117857869084,0.005228513280073665
2026-02-13,77.188,1,-0.0035732358438929,0.005480994521206335
2026-02-14,77.1944,1,8.291444265950965e-05,0.00545353152926693
2026-02-17,76.6201,1,-0.007439658835356,0.005972696270544277
2026-02-18,76.7389,1,0.0015505069818495,0.005343755863258256
2026-02-19,76.1524,1,-0.0076427991540144,0.004443360318727877
2026-02-20,76.6405,1,0.0064095156554488,0.005375481330332631
2026-02-21,76.7519,1,0.0014535395776384,0.005166398910714594
2026-02-25,76.6342,1,-0.0015335125254227,0.0050740705317511466
2026-02-26,76.4678,1,-0.0021713543039532,0.005064148389741106
2026-02-27,77.1218,1,0.0085526195339737,0.005446207220928635
2026-02-28,77.2736,1,0.0019683150548872,0.005456222994756715
2026-03-03,77.1734,1,-0.0012966912373695,0.004150900911251429
2026-03-04,77.6093,1,0.0056483192395306,0.004021384282520982
2026-03-05,77.8009,1,0.0024687762935626,0.004024984738119748
2026-03-06,78.19,1,0.0050012274922268,0.003836295875723697
2026-03-07,79.15,1,0.0122777848829773,0.0044950623808072306
2026-03-11,78.7396,1,-0.0051850915982313,0.0055362093454207235
2026-03-12,79.068,1,0.0041707095286234,0.0055314974665817435
2026-03-13,79.0671,1,-1.1382607375987064e-05,0.005372615175216244
2026-03-14,80.2254,1,0.0146495824432664,0.006851358124574978
2026-03-17,81.0517,1,0.0102997305092902,0.007049935493556364
2026-03-18,81.9103,1,0.0105932386365741,0.007247030348828883
2026-03-19,83.1259,1,0.014840624439173,0.007631226063566206
2026-03-20,84.8379,1,0.0205952657354686,0.006930477917561783
2026-03-21,83.9982,1,-0.0098976990236675,0.01034814101874778
2026-03-24,81.8763,1,-0.0252612555983342,0.016482946720379994
2026-03-25,80.9604,1,-0.0111863872695761,0.016880473622456635
2026-03-26,80.7192,1,-0.0029792342923207,0.016457931026215802
2026-03-27,82.1314,1,0.0174952179902674,0.017410438349791554
2026-03-28,81.1443,1,-0.0120185458910964,0.016671127259434402
2026-03-31,81.2955,1,0.0018633471482285,0.013368445563037606
2026-04-01,81.2504,1,-0.0005547662539747,0.01338057829802386
2026-04-02,80.6234,1,-0.0077168850861041,0.010126765927471786
2026-04-03,80.3332,1,-0.0035994512759323,0.009377564441939249
2026-04-04,79.7293,1,-0.0075174398629708,0.009683216259534564
2026-04-07,78.7277,1,-0.012562508387757,0.005504294528016289
2026-04-08,78.7496,1,0.00027817400991,0.005224112112736936
2026-04-09,78.3043,1,-0.005654631896543,0.004474853911261839
2026-04-10,77.8366,1,-0.0059728520655952,0.00394832322627679
2026-04-11,76.9724,1,-0.0111027460089471,0.004363997753268969
2026-04-14,76.2489,1,-0.0093994730578751,0.00425065589435367
2026-04-15,75.8532,1,-0.0051895830628376,0.0043319341110563655
2026-04-16,75.2346,1,-0.0081552261473477,0.003673603660884078
2026-04-17,76.0861,1,0.0113179308456481,0.007462556474661294
2026-04-18,76.0535,1,-0.0004284619661146,0.007631597587911915
2026-04-21,75.237,1,-0.010735863569724,0.008025172336004823
2026-04-22,74.5897,1,-0.0086034796709065,0.00774958681072112
2026-04-23,74.9995,1,0.0054940561498437,0.008197797161876231
2026-04-24,74.8349,1,-0.0021946812978752,0.008101183016819774
2026-04-25,75.5273,1,0.009252367545089,0.008522145016997084
2026-04-28,74.8081,1,-0.0095223846211899,0.007753714301527303
2026-04-29,74.6947,1,-0.0015158786281164,0.007718650788801603
2026-04-30,74.8806,1,0.0024887977326371,0.006961451231569289
2026-05-01,74.8014,1,-0.0010576838326615,0.006050556849378753
2026-05-05,75.4388,1,0.0085212308860529,0.0065603130033479945
2026-05-06,75.3448,1,-0.0012460431502091,0.006496346329205704
2026-05-07,75.2246,1,-0.0015953323918838,0.005397410089304123
2026-05-08,74.6209,1,-0.0080253002342317,0.004998024996779361
2026-05-09,74.2963,1,-0.0043499877380198,0.005218408502896811
2026-05-13,73.7878,1,-0.0068442170067688,0.005439954306548762
2026-05-14,73.342,1,-0.0060416491615146,0.005606639364186754
2026-05-15,73.1385,1,-0.0027746720842083,0.002654209089725022
2026-05-16,73.1275,1,-0.0001503995843501,0.002893478064685848
