timestamp,actual,predicted
2025-12-24,4479.22,4484.801017110389
2025-12-26,4531.17,4485.30745856381
2025-12-29,4331.71,4483.20203293557
2025-12-30,4338.17,4483.157822893301
2025-12-31,4318.36,4482.0861858358285
2026-01-02,4332.23,4476.973030414259
2026-01-05,4446.27,4474.411234944211
2026-01-06,4494.31,4474.6290316049235
2026-01-07,4456.1,4474.48210844484
2026-01-08,4477.73,4474.213186854412
2026-01-09,4509.35,4473.938805631398
2026-01-12,4598.53,4473.872489401682
2026-01-13,4584.41,4472.148150494858
2026-01-22,4936.1,4471.5741806485985
2026-01-23,4982.52,4471.479698528514
2026-01-26,5011.06,4471.576126937234
2026-01-27,5180.35,4471.3751783860935
2026-01-28,5414.46,4471.399594634232
2026-01-29,5377.0,4471.287965489013
2026-01-30,4889.48,4470.8564021309585
